date,motion,turnout,ayes,noes,abstentions,Speaker1,Speaker2,Speaker3,Speaker4,Speaker5,Speaker6,Speaker7,Speaker8,,searchable,,year,lent_turnout,easter_turnout,off-term_turnout,michaelmas_turnout,lent_count,easter_count,off-term_count,michaelmas_count
6/14/02,THW Stop the Rot from Brussels,69,22,31,16,Michael Lynas,Keir Shiels,Han Staed,Emma Nicholson,Will Gallagher,Shapur Kahraji,Steve Norris,The Earl Russell,,THW Stop the Rot from Brussels Michael Lynas Keir Shiels Han Staed Emma Nicholson Will Gallagher Shapur Kahraji Steve Norris The Earl Russell,,,,,,,,,,
5/16/02,TH Condemns US Foreign Policy,162,98,36,28,Shapur Kabraji,Elyn Davies,Chris Doyle,Tom Reid,George Galloway,Alan Duncan,,,,TH Condemns US Foreign Policy Shapur Kabraji Elyn Davies Chris Doyle Tom Reid George Galloway Alan Duncan  ,,,,,,,,,,
5/9/02,THBT The Northern Ireland Peace Process is a Surrender to Terror,202,58,113,31,Alex Deane,Seb Isaac,Ian Paisley,David Ervine,Michael Gove,Ronnie Flanagan,Jeffrey Donaldson,Lord Kilcooney,,THBT The Northern Ireland Peace Process is a Surrender to Terror Alex Deane Seb Isaac Ian Paisley David Ervine Michael Gove Ronnie Flanagan Jeffrey Donaldson Lord Kilcooney,,,,,,,,,,
5/2/02,THW Become a Republic,129,43,71,15,Joseph Devonny,David Peters,Stephen Haseler,Mary Ann Sieghart,Anthony Holdern,Nigel Greenwood,Peter Tatchell,Peter Hitchens,,THW Become a Republic Joseph Devonny David Peters Stephen Haseler Mary Ann Sieghart Anthony Holdern Nigel Greenwood Peter Tatchell Peter Hitchens,,,,,,,,,,
4/25/02,TH Sees no Conservative Future,288,61,194,33,Simon Radford,Jeremy Brier,Sion Simon,John Bercow,Bill Newton Dunn,Richard Spring,Dustin Mitchell,Boris Johnson,,TH Sees no Conservative Future Simon Radford Jeremy Brier Sion Simon John Bercow Bill Newton Dunn Richard Spring Dustin Mitchell Boris Johnson,,,,,,,,,,
2/28/02,TH Blames Ariel Sharon for the Failure of the Middle East Peace Process,79,42,20,17,Caleb Ward,Jeremy Brier,Will Hooker,Jolene Tan,Joe Devanny,Jack Anderson,,,,TH Blames Ariel Sharon for the Failure of the Middle East Peace Process Caleb Ward Jeremy Brier Will Hooker Jolene Tan Joe Devanny Jack Anderson  ,,,,,,,,,,
2/21/02,THW Expand the EU Eastward (Schools),85,13,35,37,Adam Rothwell,Adam Berlin,Chris Barnes,Nick Sloboda,David Tite,Tom Roebuck,Samir Degerson,Zac Blake,,THW Expand the EU Eastward (Schools) Adam Rothwell Adam Berlin Chris Barnes Nick Sloboda David Tite Tom Roebuck Samir Degerson Zac Blake,,,,,,,,,,
2/15/02,THBT A Funny Thing Happened on the Way to the Union (Comedy),136,68,27,41,Tom Bell,Keir Shiels,Tom Tilley,Tim Stanley,James Bench-Capon,Sarah Przybylska,,,,THBT A Funny Thing Happened on the Way to the Union (Comedy) Tom Bell Keir Shiels Tom Tilley Tim Stanley James Bench-Capon Sarah Przybylska  ,,,,,,,,,,
2/7/02,THBT Free Market Capitalism is Responsible for Continuing Global Poverty,181,91,56,34,David Penny,Jacqueline Ross,Ha-Joon Chang,Ben Sovacool,Gabriel Palma,Madsen Pirie,Caleb Ward,Peter Bottomley,,THBT Free Market Capitalism is Responsible for Continuing Global Poverty David Penny Jacqueline Ross Ha-Joon Chang Ben Sovacool Gabriel Palma Madsen Pirie Caleb Ward Peter Bottomley,,,,,,,,,,
1/31/02,THW Teach More and Test Less,103,69,24,10,Jonathan Monroe,Tim Saunders,David Rendal,Nigel de Gruchy,Dominic Green,Michael Barber,Tes Wragg,Richard Burzon,,THW Teach More and Test Less Jonathan Monroe Tim Saunders David Rendal Nigel de Gruchy Dominic Green Michael Barber Tes Wragg Richard Burzon,,,,,,,,,,
1/24/02,THW Lift the Sanctions on Iraq,158,58,98,2,Tom Kibasi,Will Hooker,Hugh Stephens,Jeremy Carver,Colin Rowat,Tony Gammon,Harold Walker,Lord Hannay,,THW Lift the Sanctions on Iraq Tom Kibasi Will Hooker Hugh Stephens Jeremy Carver Colin Rowat Tony Gammon Harold Walker Lord Hannay,,,,,,,,,,
1/17/02,THW Disestablish the Church of England,124,65,35,24,Andrew Lewis,Frank Hoar,Viscount George Austin,Jo Wagerman,David Thompson,Edward Evans,,,,THW Disestablish the Church of England Andrew Lewis Frank Hoar Viscount George Austin Jo Wagerman David Thompson Edward Evans  ,,,,,,,,,,
11/28/01,TH Says 'Up Yours' to the Politically Correct,133,56,45,32,Jeremy Brier,Edward Evans,Alex Deane,Peter Bottomley,Rob Garson,Andrew Wilson,Peter Stringfellow,Michael Bywater,,TH Says 'Up Yours' to the Politically Correct Jeremy Brier Edward Evans Alex Deane Peter Bottomley Rob Garson Andrew Wilson Peter Stringfellow Michael Bywater,,,,,,,,,,
11/16/01,THBT Our Libel Laws Infringe Our Freedom of Speech,368,42,289,37,Simon Heffer,Richard Rampton,Don Neidle,Neil Hamilton,Jotham Kinder,Rob Silver,Andrew Caldecotte,,,THBT Our Libel Laws Infringe Our Freedom of Speech Simon Heffer Richard Rampton Don Neidle Neil Hamilton Jotham Kinder Rob Silver Andrew Caldecotte ,,,,,,,,,,
11/15/01,THW Decriminalise Prostitution in Britain,203,98,77,28,Jonathan Monroe,Frances Robinson,Cari Mitchell,Jotham Kinder,John Ashton,Rob Rinder,Wu Meng Tan,Seb Isaac,,THW Decriminalise Prostitution in Britain Jonathan Monroe Frances Robinson Cari Mitchell Jotham Kinder John Ashton Rob Rinder Wu Meng Tan Seb Isaac,,,,,,,,,,
11/8/01,TH has No Confidence in Her Majesty's Government,472,236,162,74,Edward Evans,Joe Devanny,John Bercow,Brian Sedgemore,Nigel Hastelow,Rhodri Morgan,Ann Widdecombe,Margaret Hodge,,TH has No Confidence in Her Majesty's Government Edward Evans Joe Devanny John Bercow Brian Sedgemore Nigel Hastelow Rhodri Morgan Ann Widdecombe Margaret Hodge,,,,,,,,,,
10/30/01,THBT All City Hot Shots are Just Lucky Fools,67,13,35,19,Marc Luxemberg,Vikram Nair,Nassim Taleb,Desmond Fitzgerald,Eric Bettelhern,Patrick Young,,,,THBT All City Hot Shots are Just Lucky Fools Marc Luxemberg Vikram Nair Nassim Taleb Desmond Fitzgerald Eric Bettelhern Patrick Young  ,,,,,,,,,,
10/25/01,THBT the Palestinians Want Too Much and Give Too Little,359,121,169,69,Tomer Schwartz,Shapur Kabraji,Ned Temko,Ala Khazendar,Lord Janner,Michel Massih,Rob Garson,Bobby Webster,,THBT the Palestinians Want Too Much and Give Too Little Tomer Schwartz Shapur Kabraji Ned Temko Ala Khazendar Lord Janner Michel Massih Rob Garson Bobby Webster,,,,,,,,,,
10/18/01,TH Says Yes to the Euro,504,264,240,0,Keir Shiels,James Acton,Nick Clegg,Teddy Taylor,Chris Huhne,Michael Howard,Will Hutton,Peter Hitchens,,TH Says Yes to the Euro Keir Shiels James Acton Nick Clegg Teddy Taylor Chris Huhne Michael Howard Will Hutton Peter Hitchens,,,,,,,,,,
10/11/01,THBT Britain is a 'Soft Touch' on Asylum Seekers,147,43,77,27,Alex Lee,Shapur Kabraji,Sandy Bruce-Lockhart,David Babbs,Lady Olga Maitland,Yasmin Alibhai-Brown,,,,THBT Britain is a 'Soft Touch' on Asylum Seekers Alex Lee Shapur Kabraji Sandy Bruce-Lockhart David Babbs Lady Olga Maitland Yasmin Alibhai-Brown  ,,,,,,,,,,
10/4/01,THW Rather Have Fame and Fortune Than a First,433,44,357,32,Nick Bateman,Elliot Bromley,Judi Shekomi,Matt Barry,Tom McDermott,Seb Isaac,Eric Hall,Lembit Opik,,THW Rather Have Fame and Fortune Than a First Nick Bateman Elliot Bromley Judi Shekomi Matt Barry Tom McDermott Seb Isaac Eric Hall Lembit Opik,,,,,,,,,,
6/13/01,THBT Power is No Aphrodisiac,100,40,60,0,Wu Meng Tan,James Acton,Rob Garson,Prof Stephen Pitel,Andy Hume,Colm O'Cinneide,,,,THBT Power is No Aphrodisiac Wu Meng Tan James Acton Rob Garson Prof Stephen Pitel Andy Hume Colm O'Cinneide  ,,,,,,,,,,
5/17/01,THBT Animal Experimentation has No Place in Modern Science,63,17,28,18,Caleb Ward,Richard Mott,Ray Greek,Mark Barron,Chris Day,Simon Festing,,,,THBT Animal Experimentation has No Place in Modern Science Caleb Ward Richard Mott Ray Greek Mark Barron Chris Day Simon Festing  ,,,,,,,,,,
5/10/01,TH Has No Confidence in George W Bush (Varsity),146,38,96,12,Richard Osbourne,Rob Weeler,Nicole Evans,Vikram Wair,Niall Kennedt,James Acton,Adam Johnston,James McDermott,,TH Has No Confidence in George W Bush (Varsity) Richard Osbourne Rob Weeler Nicole Evans Vikram Wair Niall Kennedt James Acton Adam Johnston James McDermott,,,,,,,,,,
5/3/01,TH Would if It Could - But Can't,84,19,26,39,Anthony Windram,Rob Weekes,Tom Bell,Keir Shiels,James Lark,James McDermott,,,,TH Would if It Could - But Can't Anthony Windram Rob Weekes Tom Bell Keir Shiels James Lark James McDermott  ,,,,,,,,,,
4/26/01,TH Fears That Judges Will Remake Britain in Their Own Image,229,60,150,19,David Penny,James McDermott,Michael Beloff,Lord Lester,Chris Forsyth,Anthony Scrivener,Alison Macdonald,Lord Scott,,TH Fears That Judges Will Remake Britain in Their Own Image David Penny James McDermott Michael Beloff Lord Lester Chris Forsyth Anthony Scrivener Alison Macdonald Lord Scott,,,,,,,,,,
3/13/01,THBT Everyone Should Have a Jewish Mother,86,65,10,11,Debbie Newman,Jeremy Brier,Elliot Gold,Rob Rinder,Rob Weekes,Kirstin Mcloud,James Acton,,,THBT Everyone Should Have a Jewish Mother Debbie Newman Jeremy Brier Elliot Gold Rob Rinder Rob Weekes Kirstin Mcloud James Acton ,,,,,,,,,,
3/1/01,"THBT ""Where there's blame, there's a claim...""",38,6,26,6,Jern-Fei Ng,Wu Meng Tan,Rob Weekes,Colin Boyd QC,Nick Dunham,Rob Garson,,,,"THBT ""Where there's blame, there's a claim..."" Jern-Fei Ng Wu Meng Tan Rob Weekes Colin Boyd QC Nick Dunham Rob Garson  ",,,,,,,,,,
2/22/01,THBT We Should Enter the Euro in the Next Parliament,177,109,65,3,George Molyneux,David Little,Jack Anderson,Jos Lavery,Christopher Gueff,Harriet Jones-Fenleigh,David Peters,Tara MOunce,,THBT We Should Enter the Euro in the Next Parliament George Molyneux David Little Jack Anderson Jos Lavery Christopher Gueff Harriet Jones-Fenleigh David Peters Tara MOunce,,,,,,,,,,
2/8/01,THBT the WTO is merely a tool of the West,115,75,20,20,David Penny,Vikram Nair,Sanjoy Mahajan,Madsen Pirie,Chris Keene,Wu Meng Tan,Barry Coates,James Acton,,THBT the WTO is merely a tool of the West David Penny Vikram Nair Sanjoy Mahajan Madsen Pirie Chris Keene Wu Meng Tan Barry Coates James Acton,,,,,,,,,,
2/1/01,TH Distrusts Reality Television,211,49,131,31,Matthew Barry,James McDermott,Raj Persand,Edward Evans,Nicholas Bateman,Peter Bazalgette,,,,TH Distrusts Reality Television Matthew Barry James McDermott Raj Persand Edward Evans Nicholas Bateman Peter Bazalgette  ,,,,,,,,,,
1/25/01,THBT Revolution has Strengthened the Union,89,29,46,14,Kirsteen Macleod,Matthew Barry,Paul Murphy,Dominic Grieve,Alan Michael,Robert Walter,,,,THBT Revolution has Strengthened the Union Kirsteen Macleod Matthew Barry Paul Murphy Dominic Grieve Alan Michael Robert Walter  ,,,,,,,,,,
1/18/01,THBT Satire is the Lowest Form of Wit,94,10,72,12,Rob Weekes,Jeremy Brier,Keir Shiels,James McDermott,Arthur Smith,Humphrey Carpenter,,,,THBT Satire is the Lowest Form of Wit Rob Weekes Jeremy Brier Keir Shiels James McDermott Arthur Smith Humphrey Carpenter  ,,,,,,,,,,
12/2/00,THBT Bald is Beautiful,167,101,33,33,G Bevis,G Hurley,T Loynes,J Briar,Arthur Smith,Des MacHale,,,,THBT Bald is Beautiful G Bevis G Hurley T Loynes J Briar Arthur Smith Des MacHale  ,,,,,,,,,,
11/23/00,THW Rather Be American,204,41,118,45,Peter Abbott,Jeremy Brier,Paul Harris,Peter Stringfellow,Alex Deane,Father David Johnson,,,,THW Rather Be American Peter Abbott Jeremy Brier Paul Harris Peter Stringfellow Alex Deane Father David Johnson  ,,,,,,,,,,
11/16/00,TH Favours Constructive Engagement over Forcible Intervention,90,28,14,48,Vikram Nair,James Acton,Ed Pilkington,William Hopkinson,Bruce George,Michael Alexander,Jamie Shea,Bridget Kendall,,TH Favours Constructive Engagement over Forcible Intervention Vikram Nair James Acton Ed Pilkington William Hopkinson Bruce George Michael Alexander Jamie Shea Bridget Kendall,,,,,,,,,,
11/9/00,TH has No Confidence in Her Majesty's Government,220,96,103,21,Jeremy Brier,James McDermott,Paul Tyler,Anne Campbell,Quentin Davies,John Speller,Iain Duncan-Smith,Chris Smith,,TH has No Confidence in Her Majesty's Government Jeremy Brier James McDermott Paul Tyler Anne Campbell Quentin Davies John Speller Iain Duncan-Smith Chris Smith,,,,,,,,,,
11/2/00,THBT Religious Faith is More Than a Psychological Crutch,209,102,66,41,Gabbie Allnut,Francis Reid,Denis Cobell,Babu Gogineni,Nagasena Mahathera,Peter Atkins,Christopher French,Vikram Nair,,THBT Religious Faith is More Than a Psychological Crutch Gabbie Allnut Francis Reid Denis Cobell Babu Gogineni Nagasena Mahathera Peter Atkins Christopher French Vikram Nair,,,,,,,,,,
10/26/00,THW Protect Hate Speech as Free Speech,80,40,40,0,Will Hooker,Jeremy Brier,Edward Evans,James McDermott,Mick Hume,John Foster,Sadie Smith,Wu Meng Tan,,THW Protect Hate Speech as Free Speech Will Hooker Jeremy Brier Edward Evans James McDermott Mick Hume John Foster Sadie Smith Wu Meng Tan,,,,,,,,,,
10/19/00,"THBT a ""Back to Basics"" Education Creates Basic Minds",138,67,14,57,Wu Meng Tan,Debbie Newman,Zoe Redhead,Nick St Aubye,John Abbott,Nigel de Gruchy,Joe Devanny,Edward Evans,,"THBT a ""Back to Basics"" Education Creates Basic Minds Wu Meng Tan Debbie Newman Zoe Redhead Nick St Aubye John Abbott Nigel de Gruchy Joe Devanny Edward Evans",,,,,,,,,,
10/12/00,THW Abolish Mandatory Sentences,165,132,20,13,Rob Weekes,Jo Phillips,Clive Nicholls,Alan King Hamilton,Lord Janner,Rupert Jackson,Graham Virgo,James McDermott,,THW Abolish Mandatory Sentences Rob Weekes Jo Phillips Clive Nicholls Alan King Hamilton Lord Janner Rupert Jackson Graham Virgo James McDermott,,,,,,,,,,
10/5/00,THBT Racism is Endemic in English Society,628,374,184,70,James Acton,Jern-Fei Ng,Martin Narey,Yasmin Alibhai-Brown,Kirsteen McCleod,John Grieve,Peter Hitchens,Imran Khan,,THBT Racism is Endemic in English Society James Acton Jern-Fei Ng Martin Narey Yasmin Alibhai-Brown Kirsteen McCleod John Grieve Peter Hitchens Imran Khan,,,,,,,,,,
6/16/00,THW Rather Go To Heaven Than to Hell,73,24,29,20,Alison Newton,James Acton,Nick Hawkins,Edward Evans,Susie Gledwill,Alex Deane,,,,THW Rather Go To Heaven Than to Hell Alison Newton James Acton Nick Hawkins Edward Evans Susie Gledwill Alex Deane  ,,,,,,,,,,
5/11/00,THBT For Women The Battle of the Sexes is Over,80,20,38,22,David Penny,Joe Devanny,Will Hooker,Katie McClymont,Sadie Smith,Tessa Keswick,Debbie Newman,Robert Blackburn,,THBT For Women The Battle of the Sexes is Over David Penny Joe Devanny Will Hooker Katie McClymont Sadie Smith Tessa Keswick Debbie Newman Robert Blackburn,,,,,,,,,,
5/4/00,THBT Fox Hunting Should be Banned,64,25,34,5,David Penny,Will Hooker,Douglas Batchelor,Dianne McDougall,Richard Ryder,Peter Loff,Joe Devanny,Roger Scruton,,THBT Fox Hunting Should be Banned David Penny Will Hooker Douglas Batchelor Dianne McDougall Richard Ryder Peter Loff Joe Devanny Roger Scruton,,,,,,,,,,
3/14/00,THBT Everyone Should Have Fifteen Minutes of Fame,153,24,103,26,Vicky Perkins,Jo Phillips,Eddie Edwards,Max Clifford,Bobby Webster,Mark Little,,,,THBT Everyone Should Have Fifteen Minutes of Fame Vicky Perkins Jo Phillips Eddie Edwards Max Clifford Bobby Webster Mark Little  ,,,,,,,,,,
3/9/00,THBT Genetic Engineering is Out of Control,70,25,36,9,James Acton,Alexander Deane,Mike Appleby,Julian Burke,Joyce D'Silva,Graham Bulfield,Donald Bruce,Ray Baker,,THBT Genetic Engineering is Out of Control James Acton Alexander Deane Mike Appleby Julian Burke Joyce D'Silva Graham Bulfield Donald Bruce Ray Baker,,,,,,,,,,
3/2/00,TH Has No Faith in British Justice,120,26,83,11,Jem-Fei Ng,Roy Amlot,Daniel Janner,Martin Narey,Robert Weekes,Lord Millett,John Wadham,David Culvert-Smith,,TH Has No Faith in British Justice Jem-Fei Ng Roy Amlot Daniel Janner Martin Narey Robert Weekes Lord Millett John Wadham David Culvert-Smith,,,,,,,,,,
2/24/00,THBT Britain Should Unilaterally Abandon its Nuclear Deterrent (Schools),130,21,64,45,Carolyn Finn,Jos Lavery,Jacqueline Rose,Josh Goodman,Alex Da Costa,Ben Goodwin,Sarah Harvey,Frances Robinson,,THBT Britain Should Unilaterally Abandon its Nuclear Deterrent (Schools) Carolyn Finn Jos Lavery Jacqueline Rose Josh Goodman Alex Da Costa Ben Goodwin Sarah Harvey Frances Robinson,,,,,,,,,,
2/17/00,THW Remove All Legal Restraints on Prostitution,124,26,78,20,Jo Phillips,Melinda Hightower,Robert Weekes,Helen Self,Joost Klarenbeck,Bill Wallace,Laurie Skies,Timothy Brain,,THW Remove All Legal Restraints on Prostitution Jo Phillips Melinda Hightower Robert Weekes Helen Self Joost Klarenbeck Bill Wallace Laurie Skies Timothy Brain,,,,,,,,,,
2/10/00,THBT the West Cannot be the Guardian of World Affairs,161,79,51,31,Joe Devanny,Edward Evans,Louise Zaure,Guilio Tremonti,William Hopkinson,Anthony Bowden,Rob Ferguson,Jeremy Brier,,THBT the West Cannot be the Guardian of World Affairs Joe Devanny Edward Evans Louise Zaure Guilio Tremonti William Hopkinson Anthony Bowden Rob Ferguson Jeremy Brier,,,,,,,,,,
1/27/00,THBT Britain Should Relinquish All Control of Northern Ireland,138,27,86,25,Jeremy Brier,Lembit Opik,Alban McGuinness,Sean Neeson,Gavin Hurley,Brian MacHuiney,,,,THBT Britain Should Relinquish All Control of Northern Ireland Jeremy Brier Lembit Opik Alban McGuinness Sean Neeson Gavin Hurley Brian MacHuiney  ,,,,,,,,,,
1/20/00,THW Cancel Third World Debt,204,120,52,32,Jonathan Monroe,Wu Meng Tan,Andrew Rogerson,Christopher Fildes,Bill Peters,Karl Ziegler,,,,THW Cancel Third World Debt Jonathan Monroe Wu Meng Tan Andrew Rogerson Christopher Fildes Bill Peters Karl Ziegler  ,,,,,,,,,,
11/27/99,THW Look to the Future,105,47,46,12,J Acton,G Hurley,Sir G Shaw,G Davies,Lord Janner,Professor C Davies,,,,THW Look to the Future J Acton G Hurley Sir G Shaw G Davies Lord Janner Professor C Davies  ,,,,,,,,,,
11/25/99,THBT Fat Cat Lawyers Distort British Justice,84,35,39,10,F Ahmed,V Perkins,M Beloff QC,J Powell QC,R Collier,A Levy,,,,THBT Fat Cat Lawyers Distort British Justice F Ahmed V Perkins M Beloff QC J Powell QC R Collier A Levy  ,,,,,,,,,,
11/11/99,THBT Dogs are From Mars and Cats Are From Venus (Comedy),96,48,22,26,J Briar,K Baker,E Bromley,A Horne,R Weekes,M Green,W Tan,A Deane,,THBT Dogs are From Mars and Cats Are From Venus (Comedy) J Briar K Baker E Bromley A Horne R Weekes M Green W Tan A Deane,,,,,,,,,,
11/8/99,THBT Fashion Nowadays is Irredeemably Sexist,100,17,66,17,L Bevin,D Newman,F McIntosh,J Horner,J Fenton,J Banks,,,,THBT Fashion Nowadays is Irredeemably Sexist L Bevin D Newman F McIntosh J Horner J Fenton J Banks  ,,,,,,,,,,
11/4/99,TH has No Confidence in Her Majesty's Government,207,112,83,12,J Acton,Johann Hari,E Wild,Andrew Mitchell,M Aneram,B Marshall-Andrews,,,,TH has No Confidence in Her Majesty's Government J Acton Johann Hari E Wild Andrew Mitchell M Aneram B Marshall-Andrews  ,,,,,,,,,,
10/28/99,THBT Sportsmanship Has No Place in Modern Sport,71,27,34,10,J Acton,J Walker,J Edwards,E Hall,M Goldberg,R Weekes,,,,THBT Sportsmanship Has No Place in Modern Sport J Acton J Walker J Edwards E Hall M Goldberg R Weekes  ,,,,,,,,,,
10/21/99,THBT Ethical Foreign Poliy is Little More than a Pleasantly Naive Idea,87,29,54,4,J Ng,Col G Wheeler,D Niukovic,M Latimer,J Acton,A Reynolds,,,,THBT Ethical Foreign Poliy is Little More than a Pleasantly Naive Idea J Ng Col G Wheeler D Niukovic M Latimer J Acton A Reynolds  ,,,,,,,,,,
10/14/99,THBT Every Abortion is an Assault on Human Rights,80,22,48,10,A Deane,E Bromley,Josephine Quintavelle,Ellie Lee,Peter Garrett,Crispin Blunt,,,,THBT Every Abortion is an Assault on Human Rights A Deane E Bromley Josephine Quintavelle Ellie Lee Peter Garrett Crispin Blunt  ,,,,,,,,,,
10/7/99,TH Prefers a Woman on Top,620,267,243,110,E Bromley,A Wilson,M Cook,Peter Stringfellow,Julie Mavan,David Johnson,,,,TH Prefers a Woman on Top E Bromley A Wilson M Cook Peter Stringfellow Julie Mavan David Johnson  ,,,,,,,,,,
6/11/99,THW Rebuild Hadrian's Wall,76,29,34,13,S Gledhill,R Mackley,E Bromley,Gavin Hurley,K Robinson,B Webster,,,,THW Rebuild Hadrian's Wall S Gledhill R Mackley E Bromley Gavin Hurley K Robinson B Webster  ,,,,,,,,,,
5/12/99,THW Abolish Tuition Fees (Varsity),66,12,45,9,Jake Sommerton,Wu Meng Tan,Ryan Orange,James Acton,Spencer Steadman,Gavin Hurkey,Andy Kidd,Bobby Webster,,THW Abolish Tuition Fees (Varsity) Jake Sommerton Wu Meng Tan Ryan Orange James Acton Spencer Steadman Gavin Hurkey Andy Kidd Bobby Webster,,,,,,,,,,
5/6/99,THBT a funny Thing Happened to Me on the Way to the Union... (Comedy),119,66,40,13,Elliot Bromley,Kevin Baker,Alex Deane,Matt Green,Rob Weekes,John Finnemore,Bobby Webster,Richard Thomson,,THBT a funny Thing Happened to Me on the Way to the Union... (Comedy) Elliot Bromley Kevin Baker Alex Deane Matt Green Rob Weekes John Finnemore Bobby Webster Richard Thomson,,,,,,,,,,
4/22/99,THBT the Media has been Dumbed Down,82,39,30,13,Wu Meng Tan,James Walker,Gillian Reynolds,Steven Anderson,Robert Weekes,Alexander Deane,,,,THBT the Media has been Dumbed Down Wu Meng Tan James Walker Gillian Reynolds Steven Anderson Robert Weekes Alexander Deane  ,,,,,,,,,,
3/11/99,THBT Sportsmanship is for Losers,88,10,3,75,Oliver Wellings,Andrew Wilson,Wu Meng Tan,Tom Dixon,Alex Deane,Stephen Pitel,,,,THBT Sportsmanship is for Losers Oliver Wellings Andrew Wilson Wu Meng Tan Tom Dixon Alex Deane Stephen Pitel  ,,,,,,,,,,
2/25/99,THB in a Freedom of Information Act,111,33,52,26,C Cartlidge,A Outhwaite,D Watson,J Probert,M Lixenberg,Y Sassoon,A Lewis,A Baradon,,THB in a Freedom of Information Act C Cartlidge A Outhwaite D Watson J Probert M Lixenberg Y Sassoon A Lewis A Baradon,,,,,,,,,,
2/18/99,TH Felt Safe During the Cold War,36,24,6,6,Susie Gladhill,David OMahoney,Sarah Raine,Ming-Yee Shiu,Tom Wright,Debbie Newman,Alex Deane,Ian Mann,,TH Felt Safe During the Cold War Susie Gladhill David OMahoney Sarah Raine Ming-Yee Shiu Tom Wright Debbie Newman Alex Deane Ian Mann,,,,,,,,,,
2/11/99,THBT the city is its own worst enemy,66,37,22,7,Alex Deane,Daveed Ganterstein-Ross,Paul Ormerod,Richard Northedge,James Stewart,Jeremy Seddon,Will Mutton,Anthony Belchambers,,THBT the city is its own worst enemy Alex Deane Daveed Ganterstein-Ross Paul Ormerod Richard Northedge James Stewart Jeremy Seddon Will Mutton Anthony Belchambers,,,,,,,,,,
2/4/99,THB in Creation,193,91,69,33,Andrew Wilson,Chris Tine,Ruth Gledhill,Prof Peter Atkins,Canon John Polkington,James Acton,,,,THB in Creation Andrew Wilson Chris Tine Ruth Gledhill Prof Peter Atkins Canon John Polkington James Acton  ,,,,,,,,,,
1/28/99,THW Unify the Legal Profession,194,50,144,0,Stenn Pitel,David O'Mahoney,Anthony Grabiner,Owen Warnock,Campbell McLachlan,Lord Millett,Joanthan Sumptious,Lord Clyde,,THW Unify the Legal Profession Stenn Pitel David O'Mahoney Anthony Grabiner Owen Warnock Campbell McLachlan Lord Millett Joanthan Sumptious Lord Clyde,,,,,,,,,,
1/21/99,THBT Genetically Modified Food is a Safe and Sustainable Solution to the World Food Shortage,157,39,118,0,James Acton,Wu Meng Tan,Steve Rogers,Tony Juniper,Sir John Gordon,Patrick Holden,,,,THBT Genetically Modified Food is a Safe and Sustainable Solution to the World Food Shortage James Acton Wu Meng Tan Steve Rogers Tony Juniper Sir John Gordon Patrick Holden  ,,,,,,,,,,
12/3/98,THBT the English Gentleman is a Misogynist Dinosaur,150,85,65,0,Alex Slater,Andrew Hammond,Neil Hamilton,Christine Hamilton,George Bevis,Father David Johnson,,,,THBT the English Gentleman is a Misogynist Dinosaur Alex Slater Andrew Hammond Neil Hamilton Christine Hamilton George Bevis Father David Johnson  ,,,,,,,,,,
11/26/98,THW Equalise the Age of Consent at Fourteen,68,23,45,0,Alex Deane,Nick Baldock,Acedou Carol,John Rae,Pater Tatchell,Lord Longford,Victoria Perkins,Hugh Montefore,,THW Equalise the Age of Consent at Fourteen Alex Deane Nick Baldock Acedou Carol John Rae Pater Tatchell Lord Longford Victoria Perkins Hugh Montefore,,,,,,,,,,
11/19/98,TH has No Confidence in Her Majesty's Government,334,182,152,0,Tim Viles,Andrew Wilson,John Redwood,Nigel Beard,Iain Duncan Smith,Chris Smith,,,,TH has No Confidence in Her Majesty's Government Tim Viles Andrew Wilson John Redwood Nigel Beard Iain Duncan Smith Chris Smith  ,,,,,,,,,,
11/12/98,THBT Extreme Activists Impede Progress,81,32,49,0,Fuad Ahmed,Joe Carter,Steven Doody,Andrew Tyler,David Bowles,David Knight,Oliver Harwood,Toni Verelli,,THBT Extreme Activists Impede Progress Fuad Ahmed Joe Carter Steven Doody Andrew Tyler David Bowles David Knight Oliver Harwood Toni Verelli,,,,,,,,,,
10/29/98,TH is wary of Blair's Third Way,154,79,75,0,George Bevis,Tom Wright,Alan Simpson,Dr David Halpern,Mark Seddon,Peter Temple-Morris,,,,TH is wary of Blair's Third Way George Bevis Tom Wright Alan Simpson Dr David Halpern Mark Seddon Peter Temple-Morris  ,,,,,,,,,,
10/22/98,THBT people who become bankrupt should still be allowed to be MPs and believes that chocolate is better than a belief in God,79,39,40,0,Steve Pitel,James Acton,Tom Dixon,Vicky Perkins,Karen Robinson,Gavin Hurley,Chris Tinee,Bobby Webster,,THBT people who become bankrupt should still be allowed to be MPs and believes that chocolate is better than a belief in God Steve Pitel James Acton Tom Dixon Vicky Perkins Karen Robinson Gavin Hurley Chris Tinee Bobby Webster,,,,,,,,,,
10/15/98,THW Respect the Privacy of the Politician,144,60,56,28,Jessica Mance,Andrew Wilson,Lord Wakeham,Kim Fletcher,Liam Halligan,,,,,THW Respect the Privacy of the Politician Jessica Mance Andrew Wilson Lord Wakeham Kim Fletcher Liam Halligan   ,,,,,,,,,,
